title,address,description,date,seller,price,image
4 bedroom semi-detached house for sale,"Highfield Road, Hall Green","Klarico Estate Agents present to you this four bedroom semi-detached house with a conservatory. Comprises of cosy living and dining rooms, a kitchen and a spacious hallway. Benefits from spacious off street parking on the driveway along with a garage at the rear. Property is in a good condition.",04/09/2019,"Manny Klarico, Hall Green","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190028/64840215/190028_29065434_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Lapworth Drive, Sutton Coldfield","Acres are delighted to offer this four bedroom modern style detached family home offering excellent tastefully decorated and fitted accommodation throughout. Taking advantage of the location with first floor rear views overlooking picturesque views of Sutton Park, being conveniently located ...",28/06/2019,"Acres, Sutton Coldfield","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57724/80359730/57724_102994000276_IMG_01_0000_max_476x317.jpg
7 bedroom house for sale,"Stirling Road, Edgbaston, Birmingham, West Midlands, B16","SOLD STC!!! A substantial 7 bedroom HMO with great investor returns in the heart of Edgbaston. With the right permissions and investment, this amazing house could return even more. Investors only.",28/10/2019,"Sotheby's International Realty , Cobham","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/96k/95837/75094027/95837_COB190087_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Fairmead Rise, Kings Norton, Birmingham, B38","An excellent opportunity to purchase a THREE DOUBLE BEDROOM MODERN DETACHED RESIDENCE situated in a very well regarded locality and offered for sale on a NO CHAIN basis. Boasting OFF ROAD PARKING and GARAGE, delightful rear garden, modern bathroom, double glazing and central heating. EP Rating D...",05/10/2019,"Robert Oulsnam & Company, Northfield","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22310/74843320/22310_DRO180072_IMG_15_0000_max_476x317.JPG
4 bedroom detached house for sale,"Windmill Avenue, Rubery","A Sympathetically EXTENDED Well Presented FOUR BEDROOM Detached Family House Enjoying a Corner Plot on This Most Popular Development Close to Rubery Village Local Schools, Birmingham Great Park and the New Longbridge Development and Well Located to the Motorway Network. *Gas ...",24/10/2019,"Michael Pretty Estate Agents, Alvechurch","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/32k/31160/75001627/31160_29206520_IMG_01_0000_max_476x317.jpg
3 bedroom flat for sale,"Lion Court, 100 Warstone Lane, Birmingham, West Midlands, B18","3 bedroom apartment for sale in the Jewellery Quarter with parking, B18 Undoubtedly, the real gem in Birmingham's crown is the unique Jewellery Quarter, which dates back more than 200 years and still generates 40% of the UK's jewellery production. This well-appointed apartment offers approximat...",25/11/2019,"Knight Frank, Birmingham","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/70653574/187751_BRM180135_IMG_01_0001_max_476x317.jpg
2 bedroom bungalow for sale,"Pineapple Road, Stirchley, Birmingham, West Midlands, B30","Located on a substantial plot with large block paved driveway to front, this well presented detached bungalow is ideal for future extension/dormer loft conversion subject to the necessary planning permission. Bright airy accommodation briefly comprises of porch, entrance hallway, large lounge, tw...",25/09/2019,"Dixons, Kings Heath","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/24/74346589/24_KHE190235_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Bradford Road, Birmingham",This is a beautiful THREE BEDROOM SEMI DETACHED house on a very popular road in Castle Bromwich! Finished to a high standard with TWO RECEPTION ROOMS This one is not to be missed! ,14/10/2019,"Burchell Edwards, Castle Bromwich - Sales","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89518/65739984/89518_CBW205663_IMG_06_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Coventry Road, Sheldon",* Fantastic Development Opportunity (STPP) * Convenient Location * Spacious Three Bedroom Semi Detached * Immaculately Maintained * Double Glazed * Gas Central Heating * Enclosed Porch * Impressive Entrance Hall * Two Reception Rooms * Fitted Kitchen * Laundry/Utility Room * Guest Cloakroom * Thr...,02/12/2019,"Xact Homes, Solihull","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74111/66768075/74111_101296014617_IMG_01_0000_max_476x317.jpg
3 bedroom detached bungalow for sale,"Burnside Way, Longbridge ","A beautifully presented bungalow in a cul de sac location close to transport links to the City and also the popular Longbridge Retail Park which has many shops, bars and restaurants. The property benefits from gas central heating and double glazing (both where specified) and in brief, comprises ...",18/09/2019,"Acres, Wylde Green","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57718/84896909/57718_102994004682_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Raddlebarn Road, Selly Oak","***Sleeps Six Students – Investment Opportunity – Currently Owner Occupied Vacant On Possession – Development Opportunity *** Oakmans are pleased to present a fantastic student property in Selly Oak with accommodation briefly comprising of; entrance hallway, lounge, dining room (currently a bed...",05/12/2019,"Oakmans Estate Agents, Birmingham","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/113k/112342/75997267/112342_2527836_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Greswolde Park Road, Birmingham","The rare chance to live on the popular Greswolde Park Road, this stunning large three bedroom detached house has lots of potential, currently offering spacious lounge, modern kitchen/diner, in and out drive and large rear garden, three bedrooms with en-suite and family bathroom.",23/10/2019,"Burchell Edwards, Shirley - Sales","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89548/65931192/89548_SHI202584_IMG_07_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"Stoney Lane, Yardley, BIRMINGHAM, West Midlands","This deceptively spacious extended five bedroom semi detached property which has been separated to create a one bedroom living accommodation, comprises of its own living room, kitchen, guest w,c and a shower room with a w.c, an inner lobby with it's own door to the side, double glazed windows and...",today,"Sydney Mitchell Estate Agents, Sheldon","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/128k/127852/87524582/127852_4812209_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Chester Road, Birmingham","Offered with no chain and situated on this popular residential road and standing well screened by hedging and offering multiple off road parking space to the garage front. The accommodation offers gas central heating (where specified) and briefly comprises entrance hall, dining room, rear lounge...",19/06/2019,"Acres, Wylde Green","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57718/82709258/57718_102994003258_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Craythorne Avenue, Handsworth Wood",Fantastic Opportunity To Purchase A Well Presented FOUR BEDROOM DETACHED Family Home. Only An Internal Inspection Can Truly Reveal The Space & Appeal Offered Within This Substantial Family Property. ,06/09/2019,"Henley Charles, Handsworth","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83969/84498107/83969_100592006024_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"College Road, Moseley","We are delighted to present to the market this updated semi detached family home located to offer access to all of the local amenities and is also only a short trip away from Moseley Village with all of its associated shops, bars, restaurants and coffee shops, not to mention its handy transport l...",09/09/2019,"Rice Chamberlains LLP, Moseley","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/64949184/936_9830003_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Brandwood Road, Kings Heath, Birmingham, B14",VIEWINGS HIGHLY RECOMMENDED FOR THIS BEAUTIFULLY PRESENTED THREE/FOUR BEDROOM PROPERTY set out over three floors. This property benefits from a spaciously family room/fitted kitchen overlooking the lovely rear garden. EP Rating D. ,05/06/2019,"Robert Oulsnam & Company, Kings Heath","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36581/65821905/36581_KHT190044_IMG_01_0000_max_476x317.JPG
3 bedroom terraced house for sale,"Coldbath Road, Moseley, Birmingham, B13 0AQ","Situated with close proximity to the city centre, Kings Heath and Moseley this 3 bedroom Victorian terrace house offers lovely, warm and neutral interiors complimenting the character of the property. ...",15/11/2019,"Wentworth & Rose , Harborne","£165,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/85982900/92029_528746_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Branston Street, Birmingham","**Much sought after location** **Very spacious and well presented** Early viewing is advised on this wonderful, 2 bedroom apartment, situated in New Hampton Lofts, Jewellery Quarter, Birmingham.",18/11/2019,"YOPA, West Midlands","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/205k/204698/75580675/204698_155858_IMG_01_0000_max_476x317.jpg
3 bedroom detached bungalow for sale,"Markham Road, Sutton Coldfield","NO UPWARD CHAIN. Three bedroom detached bungalow occupying this sort after location within easy access of local amenities including the shops at New Oscott and local schools, within walking distance of Sutton Park. The accommodation briefly comprises: porch, hallway, spacious L shaped lounge/...",today,"Green & Company, Boldmere","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/16k/15200/87525842/15200_101995046812_IMG_01_0000_max_476x317.jpg
4 bedroom terraced house for sale,"Loxley Road, Birmingham, West Midlands, B67",*NO CHAIN & HIGH SPECIFICATION* This is truly a one off opportunity to be the very proud owner of this absolutely stunning property. This property can not be summarised by a standard description so call now to book your viewing to see what you can potentially call your own. This beautifully r...,11/11/2019,"Dixons, Bearwood","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/11/66334806/11_BRW190365_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"College Road, Moseley, Birmingham, B13","A considerably improved and largely extended semi detached family home, offering versatile three/four bedroom accommodation, beautifully presented throughout and benefiting from off road parking and large dining kitchen. EP Rating C ",05/09/2019,"Robert Oulsnam & Company, Moseley","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710482/36548_MOS190056_IMG_01_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"Brigfield Road, Billesley, Birmingham","WELL PRESENTED AND EXTENDED FIVE BEDROOM PROPERTY located on BRIGFIELD ROAD. The property briefly comprises on the ground floor: entrance hall, TWO RECEPTION ROOMS, DINING KITCHEN, UTILITY and DOWNSTAIRS FAMILY BATHROOM. On the first floor there are FIVE BEDROOMS and SHOWER ROOM. Outside there ...",30/10/2019,"Heritage Estate Agency, Kings Heath","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6478/66053790/6478_29223321_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"The Green, Castle Bromwich","**MUST VIEW** Well presented four bedroom detached property in Castle Bromwich. In brief the property comprises entrance hallway, lounge, kitchen diner, utility room, downstairs wc, four bedrooms, master with en-suite, family bathroom, front and rear gardens, off road parking and garage.  ...",04/12/2019,"Chambers Estate & Letting Agents, Water Orton","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/177k/176534/66802041/176534_185_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Cambrai Drive, Hall Green, Birmingham",An Extended Four Bedroom Semi Detached Property In A Cul De Sac Position,08/10/2019,"Melvyn Danes, Shirley","£350,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3272/65628126/3272_28984963_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"East Works Drive, Cofton Hackett, Birmingham, B45 8GS","A beautifully presented four bedroom detached house, offered with a contemporary kitchen/diner, an en suite to the master bedroom and off road parking with a detached garage, situated in Cofton Hackett, Birmingham. ",12/10/2019,"Arden Estates, Rubery","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135974/85588385/135974_101055009200_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Norman Road, Northfield, Birmingham, B31 2ES","A deceptively spacious and well presented four double bedroom semi-detached house, offered with two reception rooms, a conservatory, a south facing rear garden and driveway with a garage, situated in Northfield, Birmingham. ",12/11/2019,"Arden Estates, Rubery","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/136k/135974/86518247/135974_101055011396_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"College Road, Birmingham, B13","An immaculately presented three bedroom semi detached property having been extended to side and rear. Has three generous reception rooms, large extended kitchen and parking on driveway to front. Early viewing is advised. ",03/10/2019,"Robert Aston & Co Ltd, Moseley","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10455/65524944/10455_ROA-GQG11KYXL9_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Quinton Road, Harborne, Birmingham, B17 0RL",MECS offer a spacious three bedroom semi-detached property in Harborne - With planning permssion for extension - 2019/04948/PA | ,24/10/2019,"MECS Sales & Lettings, Harborne","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89911/66420207/89911_116_IMG_01_0000_max_476x317.jpg
6 bedroom terraced house for sale,"Leominster Road, Birmingham, B11","PurpleBricks are delighted to offer this beautifully presented and inviting six bedroom family home for sale in this quiet and cosy location yet very close to mainstream transportation links. This spacious freehold property briefly comprises: Large driveway for two cars, garage, entrance hall,...",12/04/2019,"Purplebricks, covering Central England","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/61608825/151073_709657-1_IMG_01_0000_max_476x317.JPG
3 bedroom house for sale,"Etwall Road, Birmingham",A Beautifully Extended and Much Improved Traditional Semi Detached House Situated in this Popular Location,24/07/2019,"Melvyn Danes, Shirley","£349,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/4k/3272/63925407/3272_28962596_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Stonerwood Avenue, Birmingham","Location, location location… Open House estate agents are pleased to present this amazing family home in a sought-after location, Hall Green. A well-presented throughout, with 3 receptions and 3 bedrooms. Newly refurbished house, with new bathroom, new kitchen, new gas central heating (cont.)",10/07/2019,"Open House Estate Agents , Nationwide","£349,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/51k/50334/59536143/50334_OPWL000019_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Windermere Road, Moseley, Birmingham, B13","A quite delightful and particularly well presented modern three bedroom semi detached home, enjoying open views to the front and benefiting from a spacious lounge/dining room, off road parking, garage and lovely secluded landscaped garden to the rear. EP Rating C ",10/10/2019,"Robert Oulsnam & Company, Moseley","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710248/36548_MOS190017_IMG_01_0000_max_476x317.JPG
3 bedroom detached house for sale,"The Hurst, Moseley, Birmingham, West Midlands, B13","This detached family house, requiring a certain amount of modernisation, is conveniently situated on this popular residential road near to Hall Green, Moseley and Kings Heath. Retaining many original features as well as a conservatory with an established vine. Garage. No upward chain",15/11/2019,"Nicholas George Ltd, Moseley - Sales","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104551/75699874/104551_NGL190036_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Banners Gate Road, Sutton Coldfield, B73 6TY","An impressive, extended four bedroom traditional semi detached property situated in a popular residential location ideally located for local amenities and Sutton Park.",04/11/2019,"Hunters , Sutton Coldfield","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7308/66164973/7308_SUTSP215162_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Queens College Chambers, Paradise St.","Queens College Chambers is sympathetically set behind a Grade II Listed frontage dating back to 1828. It is located in the heart of the City Centre overlooking Victoria Square and is ideally situated for pedestrian access to all areas of the city including Colmore Row, a thriving business area. T...",14/08/2019,"Maguire Jackson, Birmingham Sales","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129540/12750_103430004928_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Raddlebarn Road,
Selly Oak,
Birmingham,
B29","Modern three-storey living at its best; The Leicester is a four-bedroom home ideal for families. It features an open plan kitchen/dining room, a light-filled living room with French doors leading into the garden, plus a handy under-stairs storage cupboard and WC. The first floor has three good...",28/11/2019,Persimmon Homes Central,"£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/186k/185696/66695295/185696_4_485_IMG_01_0000_max_476x317.jpg
4 bedroom house for sale,"Woodthorpe Road, Birmingham, West Midlands, B14","GREAT OPPORTUNITY TO PURCHASE THIS FOUR BEDROOM MODERN STYLE TOWN HOUSE Having lovely accommodation set over three floors benefiting from pretty rear garden, garage and ample off road parking to front. EP Rating C. ",29/06/2019,"Robert Oulsnam & Company, Kings Heath","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36581/65821965/36581_KHT190062_IMG_16_0000_max_476x317.JPG
4 bedroom detached house for sale,"Sedgebourne Way, Northfield, Birmingham","A wonderfully presented and spacious FOUR bedroom family home, situated in a popular residential road in Northfield. Near to a number of excellent schools and transport links. Arrange your viewing now! ",29/08/2019,"Connells, B'ham West - Harborne","£345,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1591/84323918/1591_HBO307125_IMG_08_0000_max_476x317.JPG
2 bedroom apartment for sale,"St Martin's Place, St Martin's Street, Birmingham, B15","A 2 bed apartment in the St Martins Place development located in Birmingham City Centre. St Martins Place is the first residential development in Birmingham to offer a full hotel lifestyle. Unrivalled onsite facilities include 24-hour concierge, gym, cinema, WIFI cafe and gardens.",12/11/2019,"Martin & Co, Birmingham City","£344,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/167k/166586/74787835/166586_100714011906_IMG_01_0000_max_476x317.jpg
3 bedroom cottage for sale,"The Cottages, Bournville Gardens, Bournville","**Apply to waiting list for future resales. Two bed cottages from £344,950 and Three bed cottages from £434,950.** A rare opportunity to purchase a TWO BEDROOM Cottage located within the highly desirable Extra Care BOURNVILLE GARDENS retirement village. Available exclusively for ove...",22/11/2017,"Cottons, Edgbaston","£344,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/8k/7419/62848804/7419_8361010_IMG_01_0000_max_476x317.jpg
2 bedroom flat for sale,"Timber Yard, Pershore Street, Birmingham City Centre, West Midlands, B5","Over 60% SOLD - Exciting new development in the Chinese Quarter, Birmingham Very stylish & luxury apartment with generous living space located on the 6th floor with views across Birmingham. Exclusive residents' gym & club lounge. Located in the heart of the Chinese Quarter, Birmingham close to B...",23/11/2019,"Knight Frank - New Homes, Birmingham","£342,500",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/66591885/40862_BRD190594_IMG_16_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Haunch Lane, Kings Heath, Birmingham","GOOD SIZE THREE BEDROOM SEMI-DETACHED PROPERTY located on HAUNCH LANE, KINGS HEATH. The property briefly comprises: porch, entrance hall, ground floor W.C., LIVING ROOM, GOOD SIZE DINING ROOM with KITCHEN and CONSERVATORY AREA OFF. Upstairs there are THREE BEDROOMS and SHOWER ROOM. Outside ther...",15/11/2019,"Heritage Estate Agency, Kings Heath","£289,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/7k/6478/66449133/6478_29271206_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Westminster Road, Selly Oak, Birmingham, West Midlands, B29","Large four bedroom semi detached family home in a sought after area. Briefly comprising of, Two reception rooms, four bedrooms, bathroom, shower room, large family kitchen, integral garage, out building and garden to rear.",12/06/2019,"Dixons, Selly Oak","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/33/65492622/33_SOA180184_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Iron Works Alcester Street, Digbeth, Birmingham","FINAL FEW REMAINING : This STUNNING TWO bed, TWO bath apartment situated in DIGBETH close to HS2 station offering HIGH specification throughout. The apartment benefits from UNDERFLOOR HEATING, BUSTER & PUNCH fixtures along with black ironmongery. Each individual property has been design...",16/07/2019,"Centrick, Birmingham - Sales","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/55k/54893/83364023/54893_28943880_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Stratford Road, Hall Green",Klarico Estate Agents proudly presents this 3 bedroom semi-detached property located in Hall Green. This property is in excellent condition with great potential and provides off-street parking for multiple vehicles. A viewing is highly recommended to truly appreciate this property.,20/08/2019,"Manny Klarico, Hall Green","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/191k/190028/84402998/190028_29065425_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,"Iron Works, Alcester Street, Birmingham","**BE AT THE CENTRE OF IT ALL** Iron Works is located on Alcester Street in Digbeth, Birmingham, the UK's ""second city"". A handsome red brick building built in circa 1905, Iron Works stands at the corner of Alcester Street and Green Street in Digbeth. Three storeys in stature Iron Work...",12/12/2019,"Maguire Jackson, Birmingham Sales","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129630/12750_103430004585_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Leopold Avenue, Handsworth Wood","This Four Bedroom Family Residence Has Been Vastly Improved & Extended To A High Standard Creating A Stylish Light And Airy Home. Situated In A Popular Location, Coming To The Market With No Upwards Chain.",29/10/2019,"Henley Charles, Handsworth","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/84k/83969/86164106/83969_100592005941_IMG_01_0000_max_476x317.jpg
3 bedroom detached house for sale,"Leander Gardens, Birmingham","This three bed detached property situated in the sought after area of Kings Heath has a sublime finish and is a real turn key property. It has a garage and driveway, extended luxury fitted kitchen, luxury fitted bathroom and a landscaped rear garden.",21/11/2019,"Connells, B'ham South - Kings Heath","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1592/86131211/1592_KTH306992_IMG_01_0000_max_476x317.JPG
3 bedroom semi-detached house for sale,"Jockey Road, Sutton Coldfield","Ideally located close to public transport links, local schools and shops this superbly extended and well presented three bed semi detached property must be viewed to be appreciated. Offering off road parking with a generous rear garden all set a short distance from Boldmere High street this fabul...",06/09/2019,"Paul Carr, Sutton Coldfield","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49213/71627275/49213_9534551_IMG_01_0000_max_476x317.jpg
3 bedroom end of terrace house for sale,"South Street, Harborne, Birmingham, B17 0DB",DOUGLAS SMARTMOVE are delighted to present this three bedroom end terraced town house just off Harborne High Street. It has been extended and modernised to provide a comfortable living space throughout. Centrally heated and double glazed. MUST BE SEENSouth Street sits directly off Harborne High S...,03/10/2019,"Douglas Estates, Harborne","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40568/86206184/40568_9251718_IMG_01_0000_max_476x317.jpg
2 bedroom apartment for sale,Heritage Court,"Arkade Property are delighted to offer this stunning, two bedroom, two bathroom duplex apartment in the heart of the historic Jewellery Quarter. Not only is this a large apartment but it has been completely refitted and refurbished to a modern and very high standard benefitting from a parking spa...",11/09/2019,"Arkade Property, Birmingham","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/30k/29654/64991013/29654_101999002216_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Plot 10 - The Beechwood, Primrose Court",***OPEN HOUSE; SATURDAY 23RD NOVEMBER*** **CALL NOW TO REGISTER YOUR INTEREST AND BOOK YOUR VIEWING TIME AT OUR NEW HOMES SITE!**,13/09/2019,"Dunedin Sales & Lettings, Rubery","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/97k/96781/74151079/96781_103473000613_IMG_01_0000_max_476x317.jpg
4 bedroom character property for sale,"Church Road, Birmingham, B26","Steeped in history sits this Grade II listed building boasting plenty of original features.
The accommodation includes three reception rooms, two kitchens, three bedrooms, family bathroom, ensuite shower room and ground floor shower room.
The property offers ample space for a family.
This home is...",19/11/2019,"Purplebricks, covering Central England","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/66507780/151073_856737-1_IMG_01_0000_max_476x317.JPG
5 bedroom semi-detached house for sale,"Sandford Road, Birmingham","We are delighted to present to the market this well presented semi detached family home located to offer access to all of the local amenities and is also only a short trip away from Moseley Village with all of its associated shops, bars, restaurants and coffee shops, not to mention its handy tran...",27/09/2019,"Rice Chamberlains LLP, Moseley","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/65373633/936_8043499_IMG_01_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Ingestre Road, Hall Green",* Three Bedroom Traditional Semi Detached * UPCV Double Glazed * Gas Central Heating * Early Viewing Essential * Enclosed Porch * Entrance Hall * Two Reception Rooms * Kitchen * Three Bedrooms * Bathroom * Garage * Large Rear Garden * Further Scope For A Loft Conversion(Subject To planning Permis...,10/09/2019,"Xact Homes, Solihull","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/75k/74111/63219897/74111_101296013781_IMG_01_0000_max_476x317.jpg
3 bedroom terraced house for sale,"Tudor Road, Moseley","We are delighted to offer to the market this lovely three bedroom, end-terrace home on Tudor Road in the popular Moseley Village located within easy reach of all of it's associated amenities including coffee shops, cafes, bars, restaurants, shopping facilities and good transport links in the ...",06/12/2019,"Rice Chamberlains LLP, Moseley","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/66879129/936_9992143_IMG_01_0000_max_476x317.jpg
3 bedroom terraced house for sale,"Silver Street, Wythall, Birmingham","BLACK AND GOLDS ESTATE AGENTS are delighted to offer for sale this three bedroomed beautifully presented home situated on Silver Street, B47. VIEWING HIGHLY RECOMMENDED!",28/11/2019,"Black & Golds Estate Agents, Solihull","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/104k/103754/66684366/103754_RS0402_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"Leopold Avenue, Birmingham",** A BEAUTIFULLY EXTENDED FOUR DOUBLE BEDROOM FAMILY HOME WITH A BEAUTIFUL OPEN PLAN KITCHEN DINER PERFECT FOR ENTERTAINING GUESTS ** The property further comprises of a master ensuite ** INTERNAL VIEWING IS A MUST **,28/10/2019,"Connells, B'ham North - Great Barr","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/2k/1599/66035043/1599_GBR307802_IMG_03_0000_max_476x317.jpg
3 bedroom semi-detached house for sale,"Cherry Walk, Birmingham, B47","**SIMPLY STUNNING** WOW FACTOR** EXTENDED** ** BI FOLD DOORS** WOOD BURNER** GARAGE** NO CHAIN** This immaculately presented, extended three bedroom semi detached property is one that must be seen to appreciate what is on offer. With a truly WOW factor Kitchen/ Family/ Dining Room with bi fold...",20/05/2019,"Purplebricks, covering Central England","£340,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/54492318/151073_471939-1_IMG_22_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Cofton Grange, Cofton Hackett, Birmingham, B45",The 'Becket' is Stylish four bedroom semi detached home set in the highly regarded area of Cofton Hackett. ,17/10/2019,"Robert Oulsnam & Company, Barnt Green","£339,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/23k/22307/87155069/22307_BGN190049_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"Longbridge Place, Longbridge, Birmingham, B45 8NN",A rare opportunity to buy a brand new property in the recently completed and already well regarded Longbridge Place development. The property benefits from high quality and contemporary interiors thro...,20/04/2019,"Wentworth & Rose , Harborne","£339,995",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/93k/92029/81060935/92029_500828_IMG_01_0000_max_476x317.jpg
