title,address,description,date,seller,price,image
5 bedroom detached house for sale,"Houndsfield Lane, Wythall, Birmingham, Worcestershire, B47","Five double bedrooms, four reception rooms, three bathrooms, two entrances, one property to buy - and thats this one. If your looking for a family home offering tonnes of space with no work to do - this ones for you! The property also has the potential for annex to side (garage conversion) strpp.",26/09/2019,"John Shepherd, Shirley","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/49k/48348/85140773/48348_JSL190129_IMG_01_0000_max_476x317.jpg
7 bedroom detached house for sale,"Church Lane, Birmingham","Paul Carr are pleased to offer this semi detached period property which has been converted into three separate flats under one title. The property is situated on an established residential road in Handsworth. The ground floor flat comprises of an entrance hallway, spacious lounge, fitted kitchen,...",04/12/2019,"Paul Carr, Hamstead","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/50k/49231/66815292/49231_10040467_IMG_01_0000_max_476x317.jpg
6 bedroom detached house for sale,"Cherry Orchard Road, Handsworth Wood, Birmingham, B20","Superior, extended detached set in a prime locale, enjoying a wide handsome frontage, in and out driveway plus double garaging...",08/11/2019,"Belvoir Sales, Sutton Coldfield","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/78k/77904/66277524/77904_P1857_IMG_03_0000_max_476x317.jpg
6 bedroom detached house for sale,"Beech Road, Hollywood, Birmingham",A Well Presented Executive Detached House Built By Messrs Bovis On The Well Regarded Hollywood Grange Development With No Upward Chain,23/10/2019,"Melvyn Danes, Wythall","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84535/83272988/84535_28933841_IMG_01_0000_max_476x317.jpg
5 bedroom semi-detached house for sale,"Green Road, Birmingham, B13","Spacious and a great location!... Ready to drop your bags and move straight into!.. If this sounds like your tick list but your struggling to find it, then look no further!! This quite fabulous, well presented and well maintained semi detached home offers all of that and more! This five bed...",30/07/2019,"Purplebricks, covering Central England","£650,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/64049568/151073_684942-1_IMG_01_0000_max_476x317.JPG
6 bedroom detached house for sale,"Green Road, Moseley, Birmingham, B13",A rare opportunity to acquire this outstanding family home. Beautifully and thoughtfully extended to retain the original Art Deco style and offering exceptional six bedroom accommodation with superb living/entertaining space and enjoying secluded mature gardens. EP Rating D ,08/11/2019,"Robert Oulsnam & Company, Moseley","£649,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/37k/36548/85710701/36548_MOS190091_IMG_01_0000_max_476x317.JPG
4 bedroom detached house for sale,"Vernon Avenue, Handsworth Wood","It is a privilege to offer for sale this magnificent executive styled property ideally located on this very well sought after residential road. The property benefits from double glazing and gas central heating (both where specified) and includes enclosed porch, large welcoming hallway, guests cl...",21/05/2019,"Acres, Great Barr","£640,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/58k/57709/71818282/57709_102994004063_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Barnt Green Road, Cofton Hackett, B45 8PR","An attractive detached family home set on a 0.3 acre plot (not measured) located opposite the Lickey Hills Country Park, with huge potential to extend and enhance further (subject to planning permission). ",18/11/2019,"Arden Estates, Barnt Green","£635,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/105k/104416/66478902/104416_101055005232_IMG_01_0002_max_476x317.jpg
4 bedroom detached house for sale,"The Boulevard, Sutton Coldfield","This spacious family residence occupies an attractive setting and very convenient location in this established and highly regarded residential area. All amenities are close at hand including good local shops at Wylde Green, schools for all ages and public transport including regular cross city...",25/05/2019,"Quantrills, Sutton Coldfield","£635,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/109k/108062/71922916/108062_1428947_IMG_01_0000_max_476x317.jpeg
7 bedroom detached house for sale,"Noel Road, Edgbaston","A handsome Grade 2 Listed detached Georgian family home, set in delightful gardens of just over a quarter of an acre, and occupying a convenient location within Edgbaston only some 2 miles Birmingham City Centre. Set over three floors, the spacious accommodation extends to some 4,451 sq.ft. (413 ...",30/04/2019,"Robert Powell, Birmingham","£630,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/81337124/17688_101367007058_IMG_01_0000_max_476x317.jpg
4 bedroom semi-detached house for sale,"The Fairways, Fredas Grove, Harborne, Birmingham, B17","**Beautiful new FAMILY homes in HARBORNE** An exclusive development of luxury semi detached family homes over looking the greens and fairways of Harborne Golf Course. Close to Harborne High St with a great selection of retail, independant coffee shops, bakeries, bars & eateries. This exclusi...",23/06/2019,"Knight Frank - New Homes, Birmingham","£630,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/63253899/40862_BRD190417_IMG_01_0002_max_476x317.jpg
3 bedroom terraced house for sale,"Village Road, Birmingham","EXTENDED MID-TERRACE PROPERTY. Situated in a popular residential location with all amenities nearby including local shops, good schools with public transport on hand offering ease of access to the City Centre. In brief the property comprises of: sitting room, lounge, extended kitchen/diner and fa...",13/12/2019,"Green & Company, Great Barr","£150,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/14k/13493/87455081/13493_101995046800_IMG_01_0000_max_476x317.jpg
3 bedroom town house for sale,"Symphony Court, Birmingham","*** Rare Opportunity *** A spacious and well appointed Townhouse offering fantastic canal views. The property benefits from having a welcoming hallway, spacious dining room with fitted kitchen on the ground floor with access to a private garden/ terrace area , First floor access via stairs to li...",17/10/2018,"Maguire Jackson, Birmingham Sales","£625,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/13k/12750/76129705/12750_103430004753_IMG_05_0000_max_476x317.jpg
4 bedroom detached house for sale,"Springfield Road, Kings Heath, Birmingham, B14 7DX",SHOW HOME NOW AVAILABLE _ CALL Hunters on An exclusive development of just two executive family homes in this excellent location opposite Moseley Golf Club. Plots have five bedrooms and three bathrooms and four bedrooms and four bathrooms respectively set over three floors with a lo...,29/08/2019,"Hunters, Harborne","£625,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/98k/97928/73809535/97928_HRBSP214050_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Meadow Hill Road, Kings Norton, Birmingham, B38","WITH ENVIABLE VIEWS OF MERECROFT POOL TO THE REAR, this spacious four bedroomed detached house is located in one of the most sought after roads in Kings Norton. Requiring some modernisation, the property offers significant potential for a lovely family home. Benefiting from a conservatory, a balc...",16/09/2019,"Robert Oulsnam & Company, Bournville","£625,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/27k/26282/74839009/26282_BVL190067_IMG_01_0000_max_476x317.JPG
5 bedroom detached house for sale,"Wake Green Road, Moseley ","We are delighted to offer to the market this very well maintained and substantially improved family home which is situated within this much sought after Moseley location which offers excellent access to all of the nearby points of interest including Moseley Bog made famous by JR Tolkien, local sc...",09/11/2019,"Rice Chamberlains LLP, Moseley","£625,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/1k/936/66299907/936_9949714_IMG_01_0000_max_476x317.jpg
4 bedroom detached house for sale,"Queens Court, Birmingham","10 Queen´s Court is an immaculate detached family home, set within an exclusive cul de sac on the border of a delightful park and close to Harborne Golf Club. The property is set well back from the road behind a landscaped lawned front garden and enjoys a great deal of privacy. The ground fl...",06/11/2018,"Robert Powell, Birmingham","£625,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/18k/17688/71712613/17688_101367007317_IMG_01_0000_max_476x317.jpg
5 bedroom detached house for sale,"Coleshill Road, Birmingham","**50% OF PHASE ONE NOW SOLD**SUPERB five bedroom detached home measuring 1730 sq ft approx. The Hazel benefits from a large kitchen with integrated appliances seperate dining room, livingroom. Master bedroom with en-suite, four double bedrooms. Ideally situated, close to all city centre amenities.",19/09/2019,"Burchell Edwards, Castle Bromwich - Sales","£624,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/90k/89518/65202987/89518_CBW205626_IMG_01_0000_max_476x317.JPG
4 bedroom semi-detached house for sale,"The Fairways, Fredas Grove, Harborne, Birmingham, B17","**Beautiful new FAMILY homes in HARBORNE** An exclusive development of luxury semi detached family homes over looking the greens and fairways of Harborne Golf Course. Close to Harborne High St with a great selection of retail, independant coffee shops, bakeries, bars & eateries. This exclusi...",23/06/2019,"Knight Frank - New Homes, Birmingham","£620,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/63253902/40862_BRD190418_IMG_01_0000_max_476x317.jpg
10 bedroom detached house for sale,"Springfield Road, Birmingham, B13","PurpleBricks are delighted to offer this fantastic investment property for sale in the popular Moseley area, offering good access to nearby Moseley Village with all of its associated amenities, schools and also the transport links to the City Centre, Stratford Road and beyond. Originally a large...",26/12/2018,"Purplebricks, covering Central England","£600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/152k/151073/59117754/151073_639764-1_IMG_01_0000_max_476x317.jpg
3 bedroom penthouse for sale,"Great Hampton Street, Birmingham, West Midlands, B18","3 bedroom penthouse for sale in Birmingham, B18 A stunning New York style loft apartment situated in Birmingham's world famous Jewellery Quarter with private secure parking and two balconies. This well-appointed penthouse apartment offers approximately 2,616 sq.ft. of internal accommodation and...",05/10/2019,"Knight Frank, Birmingham","£600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/188k/187751/74539498/187751_BRM190149_IMG_01_0000_max_476x317.jpg
3 bedroom apartment for sale,"Apt 1 No.101 Bath Street, Birmingham City Centre","**Help To Buy Available** A stunning three bedroom, three bathroom apartment in this fabulous conversion, exclusively with James Laurence. The property offers large living and kitchen area, the luxury of utility room and secure gated parking. Internal viewing a must.",06/09/2019,"James Laurence Sales and Lettings, Birmingham","£600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/11k/10499/74004013/10499_102857003148_IMG_03_0000_max_476x317.jpg
5 bedroom detached house for sale,"Oak Tree Lane, Hollywood, Birmingham",A Refurbished Executive Detached House In A Well Appointed Position On The Popular Bovis Development In Hollywood,23/10/2019,"Melvyn Danes, Wythall","£600,000",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/85k/84535/81620588/84535_28765008_IMG_19_0000_max_476x317.jpg
7 bedroom terraced house for sale,"Vicarage Road, Birmingham, B14 7NN","HMO INVESTMENT OPPORTUNITY - NEWLY REFURBISHED - 8 en-suite bedrooms, communal/kitchen area with 65 inch 4K smart WiFi TV and private rear garden with decking. Bedrooms include double bed with mattress, 43 inch 4K smart WiFi TV, dark grey blinds, cupboard with matching desk and faux leather desk ...",10/09/2019,"Lords Associates of London, Middlesex","£599,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/30k/29226/74079388/29226_9882917_IMG_15_0001_max_476x317.jpg
5 bedroom semi-detached house for sale,"The Oaklands, Oaklands Road, Moseley, Birmingham, B13","**SHOW HOME AVAILABLE***READY TO MOVE IN** Prices from £599,950 - £735,00 This luxury gated development of spacious family homes, set within the tree-lined suburbs of Moseley provides everything that modern day living requires. Sitting perfectly balanced between grace and grandeur, Oaklands r...",25/10/2019,"Knight Frank - New Homes, Birmingham","£599,950",https://media.rightmove.co.uk:443/dir/crop/10:9-16:9/41k/40862/65980542/40862_BRD190584_IMG_01_0000_max_476x317.jpg
